Unidades de saúde;Data;Quantidade de leitos UTI Adulto COVID;Disponíveis/Vagos UTI Adulto COVID;Ocupados UTI Adulto COVID;Bloqueados UTI Adulto COVID;Ocupação(%) de leitos UTI Adulto COVID;Quantidade de leitos UTI Adulto Não COVID;Disponíveis/Vagos UTI Adulto Não COVID;Ocupados UTI Adulto Não COVID;Bloqueados UTI Adulto Não COVID;Ocupação(%) de leitos UTI Adulto Não COVID
ITUMBIARA/H.M.M. CARVALHO;21/09/2022;;;;;;10;3;5;2;70,0
ITUMBIARA/H.M.M. CARVALHO;22/09/2022;;;;;;10;3;5;2;70,0
ITUMBIARA/H.M.M. CARVALHO;23/09/2022;;;;;;10;2;7;1;80,0
ITUMBIARA/H.M.M. CARVALHO;24/09/2022;;;;;;10;2;7;1;80,0
ITUMBIARA/H.M.M. CARVALHO;25/09/2022;;;;;;10;4;5;1;60,0
ITUMBIARA/H.M.M. CARVALHO;26/09/2022;;;;;;10;4;5;1;60,0
ITUMBIARA/H.M.M. CARVALHO;27/09/2022;;;;;;10;3;6;1;70,0
ITUMBIARA/H.M.M. CARVALHO;28/09/2022;;;;;;10;3;6;1;70,0
ITUMBIARA/H.M.M. CARVALHO;29/09/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;30/09/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;01/10/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;02/10/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;03/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;04/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;05/10/2022;;;;;;10;4;6;0;60,0
ITUMBIARA/H.M.M. CARVALHO;06/10/2022;;;;;;10;4;6;0;60,0
ITUMBIARA/H.M.M. CARVALHO;07/10/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;08/10/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;09/10/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;10/10/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;11/10/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;12/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;13/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;14/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;15/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;16/10/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;17/10/2022;;;;;;10;4;6;0;60,0
ITUMBIARA/H.M.M. CARVALHO;18/10/2022;;;;;;10;4;6;0;60,0
ITUMBIARA/H.M.M. CARVALHO;19/10/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;20/10/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;21/10/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;22/10/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;23/10/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;24/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;25/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;26/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;27/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;28/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;29/10/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H.M.M. CARVALHO;30/10/2022;;;;;;10;9;1;0;10,0
ITUMBIARA/H.M.M. CARVALHO;31/10/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;01/11/2022;;;;;;10;5;4;1;50,0
ITUMBIARA/H.M.M. CARVALHO;02/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;03/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;04/11/2022;;;;;;10;4;6;0;60,0
ITUMBIARA/H.M.M. CARVALHO;05/11/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;06/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;07/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;08/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;09/11/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;10/11/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;11/11/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;12/11/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;13/11/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;14/11/2022;;;;;;10;3;7;0;70,0
ITUMBIARA/H.M.M. CARVALHO;15/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;16/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;17/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;18/11/2022;;;;;;10;7;2;1;30,0
ITUMBIARA/H.M.M. CARVALHO;19/11/2022;;;;;;10;7;2;1;30,0
ITUMBIARA/H.M.M. CARVALHO;20/11/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;21/11/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;22/11/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;23/11/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;24/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;25/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;26/11/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;27/11/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;28/11/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;29/11/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;30/11/2022;;;;;;10;4;5;1;60,0
ITUMBIARA/H.M.M. CARVALHO;01/12/2022;;;;;;10;4;5;1;60,0
ITUMBIARA/H.M.M. CARVALHO;02/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;03/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;04/12/2022;;;;;;10;8;2;0;20,0
ITUMBIARA/H.M.M. CARVALHO;05/12/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;06/12/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;07/12/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;08/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;09/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;10/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;11/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;12/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;13/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;14/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;15/12/2022;;;;;;10;7;3;0;30,0
ITUMBIARA/H.M.M. CARVALHO;16/12/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;17/12/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;18/12/2022;;;;;;10;6;4;0;40,0
ITUMBIARA/H.M.M. CARVALHO;19/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;20/12/2022;;;;;;10;5;5;0;50,0
ITUMBIARA/H.M.M. CARVALHO;21/12/2022;;;;;;10;0;7;3;100,0
ITUMBIARA/H.M.M. CARVALHO;22/12/2022;;;;;;10;0;7;3;100,0
ITUMBIARA/H.M.M. CARVALHO;23/12/2022;;;;;;10;0;9;1;100,0
ITUMBIARA/H.M.M. CARVALHO;24/12/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;25/12/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;26/12/2022;;;;;;10;0;10;0;100,0
ITUMBIARA/H.M.M. CARVALHO;27/12/2022;;;;;;10;2;8;0;80,0
ITUMBIARA/H.M.M. CARVALHO;28/12/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;29/12/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;30/12/2022;;;;;;10;1;9;0;90,0
ITUMBIARA/H.M.M. CARVALHO;31/12/2022;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;01/01/2020;;;;;;10;3;6;1;70,0
JARAGUA/HEJA;02/01/2020;;;;;;10;0;10;0;100,0
JARAGUA/HEJA;03/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;04/01/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;05/01/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;06/01/2020;;;;;;10;3;6;1;70,0
JARAGUA/HEJA;07/01/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;08/01/2020;;;;;;10;2;7;1;80,0
JARAGUA/HEJA;09/01/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;10/01/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;11/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;12/01/2020;;;;;;10;2;7;1;80,0
JARAGUA/HEJA;13/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;14/01/2020;;;;;;10;1;8;1;90,0
JARAGUA/HEJA;15/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;16/01/2020;;;;;;10;2;6;2;80,0
JARAGUA/HEJA;17/01/2020;;;;;;10;2;7;1;80,0
JARAGUA/HEJA;18/01/2020;;;;;;10;3;5;2;70,0
JARAGUA/HEJA;19/01/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;20/01/2020;;;;;;10;2;7;1;80,0
JARAGUA/HEJA;21/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;22/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;23/01/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;24/01/2020;;;;;;10;3;6;1;70,0
JARAGUA/HEJA;25/01/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;26/01/2020;;;;;;10;2;7;1;80,0
JARAGUA/HEJA;27/01/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;28/01/2020;;;;;;10;3;2;5;70,0
JARAGUA/HEJA;29/01/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;30/01/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;31/01/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;01/02/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;02/02/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;03/02/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;04/02/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;05/02/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;06/02/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;07/02/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;08/02/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;09/02/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;10/02/2020;;;;;;10;0;10;0;100,0
JARAGUA/HEJA;11/02/2020;;;;;;10;1;9;0;90,0
JARAGUA/HEJA;12/02/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;13/02/2020;;;;;;10;2;5;3;80,0
JARAGUA/HEJA;14/02/2020;;;;;;10;3;5;2;70,0
JARAGUA/HEJA;15/02/2020;;;;;;10;2;6;2;80,0
JARAGUA/HEJA;16/02/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;17/02/2020;;;;;;10;1;8;1;90,0
JARAGUA/HEJA;18/02/2020;;;;;;10;3;4;3;70,0
JARAGUA/HEJA;19/02/2020;;;;;;10;2;4;4;80,0
JARAGUA/HEJA;20/02/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;21/02/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;22/02/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;23/02/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;24/02/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;25/02/2020;;;;;;10;0;7;3;100,0
JARAGUA/HEJA;26/02/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;27/02/2020;;;;;;10;2;6;2;80,0
JARAGUA/HEJA;28/02/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;29/02/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;01/03/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;02/03/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;03/03/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;04/03/2020;;;;;;10;3;6;1;70,0
JARAGUA/HEJA;05/03/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;06/03/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;07/03/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;08/03/2020;;;;;;10;4;4;2;60,0
JARAGUA/HEJA;09/03/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;10/03/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;11/03/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;12/03/2020;;;;;;10;3;6;1;70,0
JARAGUA/HEJA;13/03/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;14/03/2020;;;;;;10;0;10;0;100,0
JARAGUA/HEJA;15/03/2020;;;;;;10;0;10;0;100,0
JARAGUA/HEJA;16/03/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;17/03/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;18/03/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;19/03/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;20/03/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;21/03/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;22/03/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;23/03/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;24/03/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;25/03/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;26/03/2020;;;;;;10;8;1;1;20,0
JARAGUA/HEJA;27/03/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;28/03/2020;;;;;;10;8;1;1;20,0
JARAGUA/HEJA;29/03/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;30/03/2020;;;;;;10;6;2;2;40,0
JARAGUA/HEJA;31/03/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;01/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;02/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;03/04/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;04/04/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;05/04/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;06/04/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;07/04/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;08/04/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;09/04/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;10/04/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;11/04/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;12/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;13/04/2020;;;;;;10;4;5;1;60,0
JARAGUA/HEJA;14/04/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;15/04/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;16/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;17/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;18/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;19/04/2020;;;;;;10;3;7;0;70,0
JARAGUA/HEJA;20/04/2020;;;;;;10;2;8;0;80,0
JARAGUA/HEJA;21/04/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;22/04/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;23/04/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;24/04/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;25/04/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;26/04/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;27/04/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;28/04/2020;;;;;;10;4;6;0;60,0
JARAGUA/HEJA;29/04/2020;;;;;;10;4;5;1;60,0
JARAGUA/HEJA;30/04/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;01/05/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;02/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;03/05/2020;;;;;;10;9;0;1;10,0
JARAGUA/HEJA;04/05/2020;;;;;;10;9;0;1;10,0
JARAGUA/HEJA;05/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;06/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;07/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;08/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;09/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;10/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;11/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;12/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;13/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;14/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;15/05/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;16/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;17/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;18/05/2020;;;;;;10;8;1;1;20,0
JARAGUA/HEJA;19/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;20/05/2020;;;;;;10;8;1;1;20,0
JARAGUA/HEJA;21/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;22/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;23/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;24/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;25/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;26/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;27/05/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;28/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;29/05/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;30/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;31/05/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;01/06/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;02/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;03/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;04/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;05/06/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;06/06/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;07/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;08/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;09/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;10/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;11/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;12/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;13/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;14/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;15/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;16/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;17/06/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;18/06/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;19/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;20/06/2020;;;;;;10;9;0;1;10,0
JARAGUA/HEJA;21/06/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;22/06/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;23/06/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;24/06/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;25/06/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;26/06/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;27/06/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;28/06/2020;;;;;;10;7;1;2;30,0
JARAGUA/HEJA;29/06/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;30/06/2020;;;;;;10;6;3;1;40,0
JARAGUA/HEJA;01/07/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;02/07/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;03/07/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;04/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;05/07/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;06/07/2020;;;;;;10;4;5;1;60,0
JARAGUA/HEJA;07/07/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;08/07/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;09/07/2020;;;;;;10;6;4;0;40,0
JARAGUA/HEJA;10/07/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;11/07/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;12/07/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;13/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;14/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;15/07/2020;;;;;;10;5;5;0;50,0
JARAGUA/HEJA;16/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;17/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;18/07/2020;;;;;;10;8;2;0;20,0
JARAGUA/HEJA;19/07/2020;;;;;;10;7;3;0;30,0
JARAGUA/HEJA;20/07/2020;;;;;;10;7;2;1;30,0
JARAGUA/HEJA;21/07/2020;;;;;;10;10;0;0;0,0
JARAGUA/HEJA;22/07/2020;;;;;;10;9;1;0;10,0
JARAGUA/HEJA;23/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;24/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;25/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;26/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;27/07/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;28/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;29/07/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;30/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;31/07/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;01/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;02/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;03/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;04/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;05/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;06/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;07/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;08/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;09/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;10/08/2020;;;;;;10;1;0;9;90,0
JARAGUA/HEJA;11/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;12/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;13/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;14/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;15/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;16/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;17/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;18/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;19/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;20/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;21/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;22/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;23/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;24/08/2020;;;;;;10;0;1;9;100,0
JARAGUA/HEJA;25/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;26/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;27/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;28/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;29/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;30/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;31/08/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;01/09/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;02/09/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;03/09/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;04/09/2020;;;;;;10;0;0;10;100,0
JARAGUA/HEJA;05/09/2020;;;;;;10;5;0;5;50,0
JARAGUA/HEJA;06/09/2020;10;1;1;8;90,0;;;;;
JARAGUA/HEJA;07/09/2020;10;1;3;6;90,0;;;;;
JARAGUA/HEJA;08/09/2020;10;0;5;5;100,0;;;;;
