Unidades de saúde;Data;Quantidade de leitos UTI Adulto COVID;Disponíveis/Vagos UTI Adulto COVID;Ocupados UTI Adulto COVID;Bloqueados UTI Adulto COVID;Ocupação(%) de leitos UTI Adulto COVID;Quantidade de leitos UTI Adulto Não COVID;Disponíveis/Vagos UTI Adulto Não COVID;Ocupados UTI Adulto Não COVID;Bloqueados UTI Adulto Não COVID;Ocupação(%) de leitos UTI Adulto Não COVID
ANÁPOLIS/HEANA;10/07/2020;15;0;15;0;100,0;19;1;17;1;94,74
ANÁPOLIS/HEANA;11/07/2020;15;0;15;0;100,0;19;2;16;1;89,47
ANÁPOLIS/HEANA;12/07/2020;15;0;15;0;100,0;19;3;15;1;84,21
ANÁPOLIS/HEANA;13/07/2020;15;2;13;0;86,67;19;0;18;1;100,0
ANÁPOLIS/HEANA;14/07/2020;15;0;15;0;100,0;19;2;16;1;89,47
ANÁPOLIS/HEANA;15/07/2020;15;0;15;0;100,0;20;3;17;0;85,0
ANÁPOLIS/HEANA;16/07/2020;15;0;15;0;100,0;20;1;17;2;95,0
ANÁPOLIS/HEANA;17/07/2020;15;3;12;0;80,0;20;1;17;2;95,0
ANÁPOLIS/HEANA;18/07/2020;15;5;10;0;66,67;20;0;18;2;100,0
ANÁPOLIS/HEANA;19/07/2020;15;4;11;0;73,33;20;1;17;2;95,0
ANÁPOLIS/HEANA;20/07/2020;25;9;16;0;64,0;20;2;16;2;90,0
ANÁPOLIS/HEANA;21/07/2020;25;7;18;0;72,0;20;1;15;4;95,0
ANÁPOLIS/HEANA;22/07/2020;25;3;22;0;88,0;20;1;15;4;95,0
ANÁPOLIS/HEANA;23/07/2020;33;7;26;0;78,79;20;2;14;4;90,0
ANÁPOLIS/HEANA;24/07/2020;33;5;28;0;84,85;20;3;13;4;85,0
ANÁPOLIS/HEANA;25/07/2020;33;4;29;0;87,88;20;0;16;4;100,0
ANÁPOLIS/HEANA;26/07/2020;33;6;27;0;81,82;20;0;16;4;100,0
ANÁPOLIS/HEANA;27/07/2020;33;5;28;0;84,85;20;2;14;4;90,0
ANÁPOLIS/HEANA;28/07/2020;33;6;27;0;81,82;20;0;16;4;100,0
ANÁPOLIS/HEANA;29/07/2020;33;9;24;0;72,73;20;0;16;4;100,0
ANÁPOLIS/HEANA;30/07/2020;33;7;26;0;78,79;20;1;15;4;95,0
ANÁPOLIS/HEANA;31/07/2020;33;8;25;0;75,76;20;0;16;4;100,0
ANÁPOLIS/HEANA;01/08/2020;33;5;28;0;84,85;20;1;15;4;95,0
ANÁPOLIS/HEANA;02/08/2020;33;5;28;0;84,85;20;1;15;4;95,0
ANÁPOLIS/HEANA;03/08/2020;33;5;28;0;84,85;20;0;16;4;100,0
ANÁPOLIS/HEANA;04/08/2020;33;4;29;0;87,88;20;0;16;4;100,0
ANÁPOLIS/HEANA;05/08/2020;33;4;29;0;87,88;20;0;16;4;100,0
ANÁPOLIS/HEANA;06/08/2020;33;4;29;0;87,88;20;2;14;4;90,0
ANÁPOLIS/HEANA;07/08/2020;33;6;27;0;81,82;20;0;16;4;100,0
ANÁPOLIS/HEANA;08/08/2020;33;7;26;0;78,79;20;0;16;4;100,0
ANÁPOLIS/HEANA;09/08/2020;33;7;26;0;78,79;20;1;15;4;95,0
ANÁPOLIS/HEANA;10/08/2020;33;9;24;0;72,73;20;0;16;4;100,0
ANÁPOLIS/HEANA;11/08/2020;33;2;28;3;93,94;20;0;16;4;100,0
ANÁPOLIS/HEANA;12/08/2020;33;3;27;3;90,91;20;0;16;4;100,0
ANÁPOLIS/HEANA;13/08/2020;33;2;28;3;93,94;20;2;14;4;90,0
ANÁPOLIS/HEANA;14/08/2020;33;3;28;2;90,91;20;1;15;4;95,0
ANÁPOLIS/HEANA;15/08/2020;33;6;27;0;81,82;20;0;16;4;100,0
ANÁPOLIS/HEANA;16/08/2020;33;6;27;0;81,82;18;0;18;0;100,0
ANÁPOLIS/HEANA;17/08/2020;33;7;26;0;78,79;18;0;18;0;100,0
ANÁPOLIS/HEANA;18/08/2020;33;11;22;0;66,67;18;1;17;0;94,44
ANÁPOLIS/HEANA;19/08/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;20/08/2020;33;11;22;0;66,67;18;0;18;0;100,0
ANÁPOLIS/HEANA;21/08/2020;33;11;22;0;66,67;18;0;18;0;100,0
ANÁPOLIS/HEANA;22/08/2020;33;8;25;0;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;23/08/2020;33;8;25;0;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;24/08/2020;33;5;28;0;84,85;18;3;15;0;83,33
ANÁPOLIS/HEANA;25/08/2020;33;8;25;0;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;26/08/2020;33;2;28;3;93,94;18;1;17;0;94,44
ANÁPOLIS/HEANA;27/08/2020;33;2;28;3;93,94;18;1;17;0;94,44
ANÁPOLIS/HEANA;28/08/2020;33;4;26;3;87,88;18;0;18;0;100,0
ANÁPOLIS/HEANA;29/08/2020;33;3;27;3;90,91;18;1;17;0;94,44
ANÁPOLIS/HEANA;30/08/2020;33;4;26;3;87,88;18;1;17;0;94,44
ANÁPOLIS/HEANA;31/08/2020;33;2;28;3;93,94;18;1;17;0;94,44
ANÁPOLIS/HEANA;01/09/2020;33;5;25;3;84,85;18;0;18;0;100,0
ANÁPOLIS/HEANA;02/09/2020;33;6;24;3;81,82;18;0;18;0;100,0
ANÁPOLIS/HEANA;03/09/2020;33;6;24;3;81,82;18;0;18;0;100,0
ANÁPOLIS/HEANA;04/09/2020;33;9;21;3;72,73;18;2;16;0;88,89
ANÁPOLIS/HEANA;05/09/2020;33;6;24;3;81,82;18;0;18;0;100,0
ANÁPOLIS/HEANA;06/09/2020;33;6;24;3;81,82;18;1;17;0;94,44
ANÁPOLIS/HEANA;07/09/2020;33;8;22;3;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;08/09/2020;33;7;24;2;78,79;18;0;18;0;100,0
ANÁPOLIS/HEANA;09/09/2020;33;11;20;2;66,67;18;1;17;0;94,44
ANÁPOLIS/HEANA;10/09/2020;33;9;22;2;72,73;18;1;17;0;94,44
ANÁPOLIS/HEANA;11/09/2020;33;9;22;2;72,73;18;1;17;0;94,44
ANÁPOLIS/HEANA;12/09/2020;33;8;23;2;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;13/09/2020;33;7;24;2;78,79;18;0;18;0;100,0
ANÁPOLIS/HEANA;14/09/2020;33;7;24;2;78,79;18;1;17;0;94,44
ANÁPOLIS/HEANA;15/09/2020;33;5;26;2;84,85;18;1;17;0;94,44
ANÁPOLIS/HEANA;16/09/2020;33;8;23;2;75,76;18;0;18;0;100,0
ANÁPOLIS/HEANA;17/09/2020;33;12;19;2;63,64;18;1;17;0;94,44
ANÁPOLIS/HEANA;18/09/2020;33;15;18;0;54,55;18;0;18;0;100,0
ANÁPOLIS/HEANA;19/09/2020;33;16;17;0;51,52;18;0;18;0;100,0
ANÁPOLIS/HEANA;20/09/2020;33;16;17;0;51,52;18;1;17;0;94,44
ANÁPOLIS/HEANA;21/09/2020;33;12;21;0;63,64;18;0;18;0;100,0
ANÁPOLIS/HEANA;22/09/2020;33;13;20;0;60,61;18;1;17;0;94,44
ANÁPOLIS/HEANA;23/09/2020;33;13;20;0;60,61;18;0;18;0;100,0
ANÁPOLIS/HEANA;24/09/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;25/09/2020;33;16;17;0;51,52;18;4;14;0;77,78
ANÁPOLIS/HEANA;26/09/2020;33;15;18;0;54,55;18;0;18;0;100,0
ANÁPOLIS/HEANA;27/09/2020;33;17;16;0;48,48;18;0;18;0;100,0
ANÁPOLIS/HEANA;28/09/2020;33;13;20;0;60,61;18;3;15;0;83,33
ANÁPOLIS/HEANA;29/09/2020;33;13;20;0;60,61;18;2;16;0;88,89
ANÁPOLIS/HEANA;30/09/2020;33;14;19;0;57,58;18;1;17;0;94,44
ANÁPOLIS/HEANA;01/10/2020;33;15;18;0;54,55;18;1;17;0;94,44
ANÁPOLIS/HEANA;02/10/2020;33;20;13;0;39,39;18;0;18;0;100,0
ANÁPOLIS/HEANA;03/10/2020;33;19;14;0;42,42;18;0;18;0;100,0
ANÁPOLIS/HEANA;04/10/2020;33;18;15;0;45,45;18;0;18;0;100,0
ANÁPOLIS/HEANA;05/10/2020;33;16;17;0;51,52;18;0;18;0;100,0
ANÁPOLIS/HEANA;06/10/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;07/10/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;08/10/2020;33;10;23;0;69,7;18;0;18;0;100,0
ANÁPOLIS/HEANA;09/10/2020;33;12;21;0;63,64;18;1;17;0;94,44
ANÁPOLIS/HEANA;10/10/2020;33;9;24;0;72,73;18;0;18;0;100,0
ANÁPOLIS/HEANA;11/10/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;12/10/2020;33;18;15;0;45,45;18;2;16;0;88,89
ANÁPOLIS/HEANA;13/10/2020;33;19;14;0;42,42;18;0;18;0;100,0
ANÁPOLIS/HEANA;14/10/2020;33;20;13;0;39,39;18;0;18;0;100,0
ANÁPOLIS/HEANA;15/10/2020;33;19;14;0;42,42;18;1;17;0;94,44
ANÁPOLIS/HEANA;16/10/2020;33;20;13;0;39,39;18;0;18;0;100,0
ANÁPOLIS/HEANA;17/10/2020;33;20;13;0;39,39;18;0;18;0;100,0
ANÁPOLIS/HEANA;18/10/2020;33;15;18;0;54,55;18;0;18;0;100,0
ANÁPOLIS/HEANA;19/10/2020;33;13;20;0;60,61;18;0;18;0;100,0
ANÁPOLIS/HEANA;20/10/2020;33;16;17;0;51,52;18;1;17;0;94,44
ANÁPOLIS/HEANA;21/10/2020;33;18;15;0;45,45;18;1;17;0;94,44
ANÁPOLIS/HEANA;22/10/2020;33;19;14;0;42,42;18;0;18;0;100,0
ANÁPOLIS/HEANA;23/10/2020;33;19;14;0;42,42;18;0;18;0;100,0
ANÁPOLIS/HEANA;24/10/2020;33;20;13;0;39,39;18;0;18;0;100,0
ANÁPOLIS/HEANA;25/10/2020;33;18;15;0;45,45;18;0;18;0;100,0
ANÁPOLIS/HEANA;26/10/2020;33;16;17;0;51,52;18;0;18;0;100,0
ANÁPOLIS/HEANA;27/10/2020;33;10;23;0;69,7;18;0;18;0;100,0
ANÁPOLIS/HEANA;28/10/2020;33;7;26;0;78,79;18;0;18;0;100,0
ANÁPOLIS/HEANA;29/10/2020;33;7;26;0;78,79;18;0;18;0;100,0
ANÁPOLIS/HEANA;30/10/2020;33;11;22;0;66,67;18;0;18;0;100,0
ANÁPOLIS/HEANA;31/10/2020;33;13;20;0;60,61;18;1;17;0;94,44
ANÁPOLIS/HEANA;01/11/2020;33;12;21;0;63,64;18;1;17;0;94,44
ANÁPOLIS/HEANA;02/11/2020;33;12;21;0;63,64;18;1;17;0;94,44
ANÁPOLIS/HEANA;03/11/2020;33;15;18;0;54,55;18;0;18;0;100,0
ANÁPOLIS/HEANA;04/11/2020;33;16;17;0;51,52;18;0;18;0;100,0
ANÁPOLIS/HEANA;05/11/2020;33;17;16;0;48,48;18;2;16;0;88,89
ANÁPOLIS/HEANA;06/11/2020;33;20;13;0;39,39;18;2;16;0;88,89
ANÁPOLIS/HEANA;07/11/2020;33;22;11;0;33,33;18;0;18;0;100,0
ANÁPOLIS/HEANA;08/11/2020;33;16;17;0;51,52;18;0;18;0;100,0
ANÁPOLIS/HEANA;09/11/2020;33;18;15;0;45,45;18;2;16;0;88,89
ANÁPOLIS/HEANA;10/11/2020;33;21;12;0;36,36;18;0;18;0;100,0
ANÁPOLIS/HEANA;11/11/2020;33;20;13;0;39,39;18;3;15;0;83,33
ANÁPOLIS/HEANA;12/11/2020;33;17;16;0;48,48;18;2;16;0;88,89
ANÁPOLIS/HEANA;13/11/2020;33;16;17;0;51,52;18;2;16;0;88,89
ANÁPOLIS/HEANA;14/11/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;15/11/2020;33;14;19;0;57,58;18;0;18;0;100,0
ANÁPOLIS/HEANA;16/11/2020;21;15;6;0;28,57;30;2;28;0;93,33
ANÁPOLIS/HEANA;17/11/2020;21;17;4;0;19,05;30;2;28;0;93,33
ANÁPOLIS/HEANA;18/11/2020;21;17;4;0;19,05;30;1;29;0;96,67
ANÁPOLIS/HEANA;19/11/2020;21;17;4;0;19,05;30;0;30;0;100,0
ANÁPOLIS/HEANA;20/11/2020;21;18;3;0;14,29;30;1;29;0;96,67
ANÁPOLIS/HEANA;21/11/2020;21;17;4;0;19,05;30;1;29;0;96,67
ANÁPOLIS/HEANA;22/11/2020;21;17;4;0;19,05;30;1;29;0;96,67
ANÁPOLIS/HEANA;23/11/2020;21;14;7;0;33,33;30;2;28;0;93,33
ANÁPOLIS/HEANA;24/11/2020;21;13;8;0;38,1;30;0;30;0;100,0
ANÁPOLIS/HEANA;25/11/2020;21;12;9;0;42,86;30;2;28;0;93,33
ANÁPOLIS/HEANA;26/11/2020;21;12;9;0;42,86;30;0;30;0;100,0
ANÁPOLIS/HEANA;27/11/2020;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;28/11/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;29/11/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;30/11/2020;21;9;12;0;57,14;30;2;28;0;93,33
ANÁPOLIS/HEANA;01/12/2020;21;12;9;0;42,86;30;1;29;0;96,67
ANÁPOLIS/HEANA;02/12/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;03/12/2020;21;13;8;0;38,1;30;1;29;0;96,67
ANÁPOLIS/HEANA;04/12/2020;21;12;9;0;42,86;30;0;30;0;100,0
ANÁPOLIS/HEANA;05/12/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;06/12/2020;21;9;12;0;57,14;30;0;30;0;100,0
ANÁPOLIS/HEANA;07/12/2020;21;9;12;0;57,14;30;0;30;0;100,0
ANÁPOLIS/HEANA;08/12/2020;21;9;12;0;57,14;30;1;29;0;96,67
ANÁPOLIS/HEANA;09/12/2020;21;10;11;0;52,38;30;4;26;0;86,67
ANÁPOLIS/HEANA;10/12/2020;21;11;10;0;47,62;30;2;28;0;93,33
ANÁPOLIS/HEANA;11/12/2020;21;13;8;0;38,1;30;2;28;0;93,33
ANÁPOLIS/HEANA;12/12/2020;21;13;8;0;38,1;30;2;28;0;93,33
ANÁPOLIS/HEANA;13/12/2020;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;14/12/2020;21;11;10;0;47,62;30;2;28;0;93,33
ANÁPOLIS/HEANA;15/12/2020;21;11;10;0;47,62;30;3;27;0;90,0
ANÁPOLIS/HEANA;16/12/2020;21;12;9;0;42,86;30;2;28;0;93,33
ANÁPOLIS/HEANA;17/12/2020;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;18/12/2020;21;10;11;0;52,38;30;1;29;0;96,67
ANÁPOLIS/HEANA;19/12/2020;21;10;11;0;52,38;30;2;28;0;93,33
ANÁPOLIS/HEANA;20/12/2020;21;10;11;0;52,38;30;0;30;0;100,0
ANÁPOLIS/HEANA;21/12/2020;21;11;10;0;47,62;30;2;28;0;93,33
ANÁPOLIS/HEANA;22/12/2020;21;14;7;0;33,33;30;0;30;0;100,0
ANÁPOLIS/HEANA;23/12/2020;21;12;9;0;42,86;30;1;29;0;96,67
ANÁPOLIS/HEANA;24/12/2020;21;10;11;0;52,38;30;1;29;0;96,67
ANÁPOLIS/HEANA;25/12/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;26/12/2020;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;27/12/2020;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;28/12/2020;21;11;10;0;47,62;30;2;28;0;93,33
ANÁPOLIS/HEANA;29/12/2020;21;14;7;0;33,33;30;0;30;0;100,0
ANÁPOLIS/HEANA;30/12/2020;21;13;8;0;38,1;30;1;29;0;96,67
ANÁPOLIS/HEANA;31/12/2020;21;14;7;0;33,33;30;2;28;0;93,33
ANÁPOLIS/HEANA;01/01/2021;21;13;8;0;38,1;30;0;30;0;100,0
ANÁPOLIS/HEANA;02/01/2021;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;03/01/2021;21;11;10;0;47,62;30;0;30;0;100,0
ANÁPOLIS/HEANA;04/01/2021;21;9;12;0;57,14;30;3;27;0;90,0
ANÁPOLIS/HEANA;05/01/2021;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;06/01/2021;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;07/01/2021;21;11;10;0;47,62;30;2;28;0;93,33
ANÁPOLIS/HEANA;08/01/2021;21;10;11;0;52,38;30;0;30;0;100,0
ANÁPOLIS/HEANA;09/01/2021;21;11;10;0;47,62;30;1;29;0;96,67
ANÁPOLIS/HEANA;10/01/2021;21;9;12;0;57,14;30;2;28;0;93,33
ANÁPOLIS/HEANA;11/01/2021;21;6;15;0;71,43;30;0;30;0;100,0
ANÁPOLIS/HEANA;12/01/2021;21;7;14;0;66,67;30;2;28;0;93,33
ANÁPOLIS/HEANA;13/01/2021;21;6;15;0;71,43;30;2;28;0;93,33
ANÁPOLIS/HEANA;14/01/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;15/01/2021;21;1;20;0;95,24;30;0;30;0;100,0
ANÁPOLIS/HEANA;16/01/2021;21;1;20;0;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;17/01/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;18/01/2021;21;3;18;0;85,71;30;2;28;0;93,33
ANÁPOLIS/HEANA;19/01/2021;21;5;16;0;76,19;30;1;29;0;96,67
ANÁPOLIS/HEANA;20/01/2021;21;5;16;0;76,19;30;4;26;0;86,67
ANÁPOLIS/HEANA;21/01/2021;21;4;17;0;80,95;30;3;27;0;90,0
ANÁPOLIS/HEANA;22/01/2021;21;5;16;0;76,19;30;3;27;0;90,0
ANÁPOLIS/HEANA;23/01/2021;21;5;16;0;76,19;30;0;30;0;100,0
ANÁPOLIS/HEANA;24/01/2021;21;8;13;0;61,9;30;0;30;0;100,0
ANÁPOLIS/HEANA;25/01/2021;21;7;14;0;66,67;30;2;28;0;93,33
ANÁPOLIS/HEANA;26/01/2021;21;2;19;0;90,48;30;2;28;0;93,33
ANÁPOLIS/HEANA;27/01/2021;21;3;18;0;85,71;30;2;28;0;93,33
ANÁPOLIS/HEANA;28/01/2021;21;1;20;0;95,24;30;4;26;0;86,67
ANÁPOLIS/HEANA;29/01/2021;21;6;15;0;71,43;30;2;28;0;93,33
ANÁPOLIS/HEANA;30/01/2021;21;3;18;0;85,71;30;1;29;0;96,67
ANÁPOLIS/HEANA;31/01/2021;21;6;15;0;71,43;30;0;30;0;100,0
ANÁPOLIS/HEANA;01/02/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;02/02/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;03/02/2021;21;3;18;0;85,71;30;1;29;0;96,67
ANÁPOLIS/HEANA;04/02/2021;21;3;18;0;85,71;30;0;30;0;100,0
ANÁPOLIS/HEANA;05/02/2021;21;2;19;0;90,48;30;2;28;0;93,33
ANÁPOLIS/HEANA;06/02/2021;21;2;19;0;90,48;30;0;30;0;100,0
ANÁPOLIS/HEANA;07/02/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;08/02/2021;21;3;18;0;85,71;30;3;27;0;90,0
ANÁPOLIS/HEANA;09/02/2021;21;2;19;0;90,48;30;2;28;0;93,33
ANÁPOLIS/HEANA;10/02/2021;21;3;18;0;85,71;30;1;29;0;96,67
ANÁPOLIS/HEANA;11/02/2021;21;3;18;0;85,71;30;6;24;0;80,0
ANÁPOLIS/HEANA;12/02/2021;21;1;20;0;95,24;30;4;26;0;86,67
ANÁPOLIS/HEANA;13/02/2021;21;1;20;0;95,24;30;3;27;0;90,0
ANÁPOLIS/HEANA;14/02/2021;21;3;18;0;85,71;30;1;29;0;96,67
ANÁPOLIS/HEANA;15/02/2021;21;4;17;0;80,95;30;5;25;0;83,33
ANÁPOLIS/HEANA;16/02/2021;21;2;19;0;90,48;30;0;30;0;100,0
ANÁPOLIS/HEANA;17/02/2021;21;2;19;0;90,48;30;1;29;0;96,67
ANÁPOLIS/HEANA;18/02/2021;21;2;19;0;90,48;30;2;28;0;93,33
ANÁPOLIS/HEANA;19/02/2021;21;2;19;0;90,48;30;4;26;0;86,67
ANÁPOLIS/HEANA;20/02/2021;21;2;19;0;90,48;30;5;25;0;83,33
ANÁPOLIS/HEANA;21/02/2021;21;2;19;0;90,48;30;3;27;0;90,0
ANÁPOLIS/HEANA;22/02/2021;21;1;20;0;95,24;30;1;29;0;96,67
ANÁPOLIS/HEANA;23/02/2021;21;2;19;0;90,48;30;0;30;0;100,0
ANÁPOLIS/HEANA;24/02/2021;21;4;17;0;80,95;30;0;30;0;100,0
ANÁPOLIS/HEANA;25/02/2021;21;2;19;0;90,48;30;3;27;0;90,0
ANÁPOLIS/HEANA;26/02/2021;21;2;19;0;90,48;30;5;25;0;83,33
ANÁPOLIS/HEANA;27/02/2021;21;1;20;0;95,24;30;5;25;0;83,33
ANÁPOLIS/HEANA;28/02/2021;21;0;21;0;100,0;30;3;27;0;90,0
ANÁPOLIS/HEANA;01/03/2021;21;0;21;0;100,0;30;2;28;0;93,33
ANÁPOLIS/HEANA;02/03/2021;21;1;20;0;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;03/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;04/03/2021;21;4;17;0;80,95;30;1;29;0;96,67
ANÁPOLIS/HEANA;05/03/2021;21;3;15;3;85,71;30;1;29;0;96,67
ANÁPOLIS/HEANA;06/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;07/03/2021;21;1;20;0;95,24;30;0;30;0;100,0
ANÁPOLIS/HEANA;08/03/2021;21;1;18;2;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;09/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;10/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;11/03/2021;21;0;21;0;100,0;30;1;29;0;96,67
ANÁPOLIS/HEANA;12/03/2021;21;0;21;0;100,0;30;3;27;0;90,0
ANÁPOLIS/HEANA;13/03/2021;21;0;19;2;100,0;30;0;29;1;100,0
ANÁPOLIS/HEANA;14/03/2021;21;1;20;0;95,24;30;4;26;0;86,67
ANÁPOLIS/HEANA;15/03/2021;21;0;21;0;100,0;30;3;27;0;90,0
ANÁPOLIS/HEANA;16/03/2021;21;0;21;0;100,0;30;6;24;0;80,0
ANÁPOLIS/HEANA;17/03/2021;21;1;20;0;95,24;30;1;28;1;96,67
ANÁPOLIS/HEANA;18/03/2021;21;1;20;0;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;19/03/2021;21;0;20;1;100,0;30;1;26;3;96,67
ANÁPOLIS/HEANA;20/03/2021;21;0;20;1;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;21/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;22/03/2021;21;1;20;0;95,24;30;0;30;0;100,0
ANÁPOLIS/HEANA;23/03/2021;21;0;21;0;100,0;30;0;29;1;100,0
ANÁPOLIS/HEANA;24/03/2021;21;0;21;0;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;25/03/2021;21;0;20;1;100,0;30;2;26;2;93,33
ANÁPOLIS/HEANA;26/03/2021;21;1;20;0;95,24;30;1;29;0;96,67
ANÁPOLIS/HEANA;27/03/2021;21;2;19;0;90,48;30;0;29;1;100,0
ANÁPOLIS/HEANA;28/03/2021;21;3;17;1;85,71;30;3;27;0;90,0
ANÁPOLIS/HEANA;29/03/2021;21;0;20;1;100,0;30;2;26;2;93,33
ANÁPOLIS/HEANA;30/03/2021;21;0;21;0;100,0;30;3;26;1;90,0
ANÁPOLIS/HEANA;31/03/2021;21;1;19;1;95,24;30;0;29;1;100,0
ANÁPOLIS/HEANA;01/04/2021;21;0;21;0;100,0;30;2;28;0;93,33
ANÁPOLIS/HEANA;02/04/2021;21;0;21;0;100,0;30;4;26;0;86,67
ANÁPOLIS/HEANA;03/04/2021;21;2;19;0;90,48;30;2;26;2;93,33
ANÁPOLIS/HEANA;04/04/2021;21;1;20;0;95,24;30;4;26;0;86,67
ANÁPOLIS/HEANA;05/04/2021;21;0;21;0;100,0;30;0;27;3;100,0
ANÁPOLIS/HEANA;06/04/2021;21;1;20;0;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;07/04/2021;21;2;19;0;90,48;30;3;27;0;90,0
ANÁPOLIS/HEANA;08/04/2021;21;0;21;0;100,0;30;2;28;0;93,33
ANÁPOLIS/HEANA;09/04/2021;21;0;19;2;100,0;30;4;25;1;86,67
ANÁPOLIS/HEANA;10/04/2021;21;0;19;2;100,0;30;7;22;1;76,67
ANÁPOLIS/HEANA;11/04/2021;21;0;19;2;100,0;30;6;23;1;80,0
ANÁPOLIS/HEANA;12/04/2021;21;2;19;0;90,48;30;11;19;0;63,33
ANÁPOLIS/HEANA;13/04/2021;21;3;18;0;85,71;30;6;24;0;80,0
ANÁPOLIS/HEANA;14/04/2021;21;2;19;0;90,48;30;5;25;0;83,33
ANÁPOLIS/HEANA;15/04/2021;21;1;20;0;95,24;30;8;22;0;73,33
ANÁPOLIS/HEANA;16/04/2021;21;1;19;1;95,24;30;5;25;0;83,33
ANÁPOLIS/HEANA;17/04/2021;21;1;15;5;95,24;30;4;26;0;86,67
ANÁPOLIS/HEANA;18/04/2021;21;2;18;1;90,48;30;0;30;0;100,0
ANÁPOLIS/HEANA;19/04/2021;21;0;21;0;100,0;30;3;27;0;90,0
ANÁPOLIS/HEANA;20/04/2021;21;0;19;2;100,0;30;2;27;1;93,33
ANÁPOLIS/HEANA;21/04/2021;21;0;17;4;100,0;30;0;30;0;100,0
ANÁPOLIS/HEANA;22/04/2021;21;0;18;3;100,0;30;1;29;0;96,67
ANÁPOLIS/HEANA;23/04/2021;21;3;18;0;85,71;30;2;28;0;93,33
ANÁPOLIS/HEANA;24/04/2021;21;0;21;0;100,0;30;4;26;0;86,67
ANÁPOLIS/HEANA;25/04/2021;21;0;20;1;100,0;30;7;23;0;76,67
ANÁPOLIS/HEANA;26/04/2021;21;0;21;0;100,0;30;1;29;0;96,67
ANÁPOLIS/HEANA;27/04/2021;21;2;19;0;90,48;30;4;26;0;86,67
ANÁPOLIS/HEANA;28/04/2021;21;1;20;0;95,24;30;2;28;0;93,33
ANÁPOLIS/HEANA;29/04/2021;21;0;21;0;100,0;30;5;25;0;83,33
ANÁPOLIS/HEANA;30/04/2021;21;0;21;0;100,0;30;0;29;1;100,0
ANÁPOLIS/HEANA;01/05/2021;21;2;19;0;90,48;30;0;30;0;100,0
ANÁPOLIS/HEANA;02/05/2021;21;1;20;0;95,24;30;1;29;0;96,67
ANÁPOLIS/HEANA;03/05/2021;21;0;19;2;100,0;30;1;29;0;96,67
ANÁPOLIS/HEANA;04/05/2021;21;0;21;0;100,0;30;0;30;0;100,0
