Unidades de saúde;Data;Quantidade de leitos UTI Neonatal;Disponíveis/Vagos UTI Neonatal;Ocupados UTI Neonatal;Bloqueados UTI Neonatal;Ocupação(%) de leitos UTI Neonatal
URUAÇU/HCN;13/05/2022;10;8;2;0;20,0
URUAÇU/HCN;14/05/2022;10;4;2;4;60,0
URUAÇU/HCN;15/05/2022;10;4;2;4;60,0
URUAÇU/HCN;16/05/2022;10;7;2;1;30,0
URUAÇU/HCN;17/05/2022;10;6;4;0;40,0
URUAÇU/HCN;18/05/2022;10;4;4;2;60,0
URUAÇU/HCN;19/05/2022;10;4;4;2;60,0
URUAÇU/HCN;20/05/2022;10;3;6;1;70,0
URUAÇU/HCN;21/05/2022;10;4;5;1;60,0
URUAÇU/HCN;22/05/2022;10;2;7;1;80,0
URUAÇU/HCN;23/05/2022;10;3;7;0;70,0
URUAÇU/HCN;24/05/2022;10;2;6;2;80,0
URUAÇU/HCN;25/05/2022;10;1;9;0;90,0
URUAÇU/HCN;26/05/2022;10;0;10;0;100,0
URUAÇU/HCN;27/05/2022;10;2;8;0;80,0
URUAÇU/HCN;28/05/2022;10;1;8;1;90,0
URUAÇU/HCN;29/05/2022;10;0;10;0;100,0
URUAÇU/HCN;30/05/2022;10;0;10;0;100,0
URUAÇU/HCN;31/05/2022;10;0;10;0;100,0
URUAÇU/HCN;01/06/2022;10;0;10;0;100,0
URUAÇU/HCN;02/06/2022;10;3;7;0;70,0
URUAÇU/HCN;03/06/2022;10;5;4;1;50,0
URUAÇU/HCN;04/06/2022;10;2;7;1;80,0
URUAÇU/HCN;05/06/2022;10;3;7;0;70,0
URUAÇU/HCN;06/06/2022;10;2;8;0;80,0
URUAÇU/HCN;07/06/2022;10;0;10;0;100,0
URUAÇU/HCN;08/06/2022;10;2;8;0;80,0
URUAÇU/HCN;09/06/2022;10;0;8;2;100,0
URUAÇU/HCN;10/06/2022;10;1;7;2;90,0
URUAÇU/HCN;11/06/2022;10;3;7;0;70,0
URUAÇU/HCN;12/06/2022;10;1;8;1;90,0
URUAÇU/HCN;13/06/2022;10;0;7;3;100,0
URUAÇU/HCN;14/06/2022;10;0;7;3;100,0
URUAÇU/HCN;15/06/2022;10;1;9;0;90,0
URUAÇU/HCN;16/06/2022;10;1;8;1;90,0
URUAÇU/HCN;17/06/2022;10;6;4;0;40,0
URUAÇU/HCN;18/06/2022;10;6;3;1;40,0
URUAÇU/HCN;19/06/2022;10;7;3;0;30,0
URUAÇU/HCN;20/06/2022;10;6;4;0;40,0
URUAÇU/HCN;21/06/2022;10;6;3;1;40,0
URUAÇU/HCN;22/06/2022;10;4;6;0;60,0
URUAÇU/HCN;23/06/2022;10;4;6;0;60,0
URUAÇU/HCN;24/06/2022;10;3;7;0;70,0
URUAÇU/HCN;25/06/2022;10;2;8;0;80,0
URUAÇU/HCN;26/06/2022;10;3;7;0;70,0
URUAÇU/HCN;27/06/2022;10;4;6;0;60,0
URUAÇU/HCN;28/06/2022;10;4;6;0;60,0
URUAÇU/HCN;29/06/2022;10;4;6;0;60,0
URUAÇU/HCN;30/06/2022;10;5;5;0;50,0
URUAÇU/HCN;01/07/2022;10;5;5;0;50,0
URUAÇU/HCN;02/07/2022;10;3;7;0;70,0
URUAÇU/HCN;03/07/2022;10;1;8;1;90,0
URUAÇU/HCN;04/07/2022;10;2;8;0;80,0
URUAÇU/HCN;05/07/2022;10;1;9;0;90,0
URUAÇU/HCN;06/07/2022;10;1;9;0;90,0
URUAÇU/HCN;07/07/2022;10;1;9;0;90,0
URUAÇU/HCN;08/07/2022;10;3;7;0;70,0
URUAÇU/HCN;09/07/2022;10;3;7;0;70,0
URUAÇU/HCN;10/07/2022;10;3;7;0;70,0
URUAÇU/HCN;11/07/2022;10;3;7;0;70,0
URUAÇU/HCN;12/07/2022;10;2;8;0;80,0
URUAÇU/HCN;13/07/2022;10;4;6;0;60,0
URUAÇU/HCN;14/07/2022;10;2;8;0;80,0
URUAÇU/HCN;15/07/2022;10;2;8;0;80,0
URUAÇU/HCN;16/07/2022;10;1;9;0;90,0
URUAÇU/HCN;17/07/2022;10;1;9;0;90,0
URUAÇU/HCN;18/07/2022;10;2;8;0;80,0
URUAÇU/HCN;19/07/2022;10;1;8;1;90,0
URUAÇU/HCN;20/07/2022;10;0;8;2;100,0
URUAÇU/HCN;21/07/2022;10;1;7;2;90,0
URUAÇU/HCN;22/07/2022;10;3;7;0;70,0
URUAÇU/HCN;23/07/2022;10;3;6;1;70,0
URUAÇU/HCN;24/07/2022;10;4;5;1;60,0
URUAÇU/HCN;25/07/2022;10;4;5;1;60,0
URUAÇU/HCN;26/07/2022;10;5;5;0;50,0
URUAÇU/HCN;27/07/2022;10;5;5;0;50,0
URUAÇU/HCN;28/07/2022;10;6;4;0;40,0
URUAÇU/HCN;29/07/2022;10;7;3;0;30,0
URUAÇU/HCN;30/07/2022;10;6;4;0;40,0
URUAÇU/HCN;31/07/2022;10;6;4;0;40,0
URUAÇU/HCN;01/08/2022;10;6;4;0;40,0
URUAÇU/HCN;02/08/2022;10;7;3;0;30,0
URUAÇU/HCN;03/08/2022;10;6;4;0;40,0
URUAÇU/HCN;04/08/2022;10;6;4;0;40,0
URUAÇU/HCN;05/08/2022;10;7;3;0;30,0
URUAÇU/HCN;06/08/2022;10;6;4;0;40,0
URUAÇU/HCN;07/08/2022;10;5;5;0;50,0
URUAÇU/HCN;08/08/2022;10;3;6;1;70,0
URUAÇU/HCN;09/08/2022;10;3;6;1;70,0
URUAÇU/HCN;10/08/2022;10;3;6;1;70,0
URUAÇU/HCN;11/08/2022;10;3;6;1;70,0
URUAÇU/HCN;12/08/2022;10;4;5;1;60,0
URUAÇU/HCN;13/08/2022;10;5;4;1;50,0
URUAÇU/HCN;14/08/2022;10;7;3;0;30,0
URUAÇU/HCN;15/08/2022;10;8;1;1;20,0
URUAÇU/HCN;16/08/2022;10;8;2;0;20,0
URUAÇU/HCN;17/08/2022;10;8;1;1;20,0
URUAÇU/HCN;18/08/2022;10;9;1;0;10,0
URUAÇU/HCN;19/08/2022;10;8;2;0;20,0
URUAÇU/HCN;20/08/2022;10;9;1;0;10,0
URUAÇU/HCN;21/08/2022;10;9;1;0;10,0
URUAÇU/HCN;22/08/2022;10;9;1;0;10,0
URUAÇU/HCN;23/08/2022;10;8;2;0;20,0
URUAÇU/HCN;24/08/2022;10;8;2;0;20,0
URUAÇU/HCN;25/08/2022;10;5;5;0;50,0
URUAÇU/HCN;26/08/2022;10;6;4;0;40,0
URUAÇU/HCN;27/08/2022;10;5;5;0;50,0
URUAÇU/HCN;28/08/2022;10;5;5;0;50,0
URUAÇU/HCN;29/08/2022;10;5;5;0;50,0
URUAÇU/HCN;30/08/2022;10;4;6;0;60,0
URUAÇU/HCN;31/08/2022;10;2;7;1;80,0
URUAÇU/HCN;01/09/2022;10;3;7;0;70,0
URUAÇU/HCN;02/09/2022;10;3;7;0;70,0
URUAÇU/HCN;03/09/2022;10;4;6;0;60,0
URUAÇU/HCN;04/09/2022;10;4;6;0;60,0
URUAÇU/HCN;05/09/2022;10;3;7;0;70,0
URUAÇU/HCN;06/09/2022;10;2;7;1;80,0
URUAÇU/HCN;07/09/2022;10;4;6;0;60,0
URUAÇU/HCN;08/09/2022;10;3;6;1;70,0
URUAÇU/HCN;09/09/2022;10;4;6;0;60,0
URUAÇU/HCN;10/09/2022;10;5;5;0;50,0
URUAÇU/HCN;11/09/2022;10;5;5;0;50,0
URUAÇU/HCN;12/09/2022;10;6;4;0;40,0
URUAÇU/HCN;13/09/2022;10;6;4;0;40,0
URUAÇU/HCN;14/09/2022;10;6;4;0;40,0
URUAÇU/HCN;15/09/2022;10;5;5;0;50,0
URUAÇU/HCN;16/09/2022;10;5;5;0;50,0
URUAÇU/HCN;17/09/2022;10;5;5;0;50,0
URUAÇU/HCN;18/09/2022;10;3;7;0;70,0
URUAÇU/HCN;19/09/2022;10;2;8;0;80,0
URUAÇU/HCN;20/09/2022;10;0;9;1;100,0
URUAÇU/HCN;21/09/2022;10;2;8;0;80,0
URUAÇU/HCN;22/09/2022;10;2;8;0;80,0
URUAÇU/HCN;23/09/2022;10;1;9;0;90,0
URUAÇU/HCN;24/09/2022;10;1;9;0;90,0
URUAÇU/HCN;25/09/2022;10;0;10;0;100,0
URUAÇU/HCN;26/09/2022;10;0;10;0;100,0
URUAÇU/HCN;27/09/2022;10;0;10;0;100,0
URUAÇU/HCN;28/09/2022;10;0;10;0;100,0
URUAÇU/HCN;29/09/2022;10;1;8;1;90,0
URUAÇU/HCN;30/09/2022;10;1;9;0;90,0
URUAÇU/HCN;01/10/2022;10;1;9;0;90,0
URUAÇU/HCN;02/10/2022;10;0;10;0;100,0
URUAÇU/HCN;03/10/2022;10;0;10;0;100,0
URUAÇU/HCN;04/10/2022;10;0;10;0;100,0
URUAÇU/HCN;05/10/2022;10;1;9;0;90,0
URUAÇU/HCN;06/10/2022;10;1;9;0;90,0
URUAÇU/HCN;07/10/2022;10;0;10;0;100,0
URUAÇU/HCN;08/10/2022;10;0;10;0;100,0
URUAÇU/HCN;09/10/2022;10;0;10;0;100,0
URUAÇU/HCN;10/10/2022;10;0;10;0;100,0
URUAÇU/HCN;11/10/2022;10;3;7;0;70,0
URUAÇU/HCN;12/10/2022;10;1;8;1;90,0
URUAÇU/HCN;13/10/2022;10;0;8;2;100,0
URUAÇU/HCN;14/10/2022;10;0;10;0;100,0
URUAÇU/HCN;15/10/2022;10;1;9;0;90,0
URUAÇU/HCN;16/10/2022;10;1;9;0;90,0
URUAÇU/HCN;17/10/2022;10;0;10;0;100,0
URUAÇU/HCN;18/10/2022;10;0;10;0;100,0
URUAÇU/HCN;19/10/2022;10;0;10;0;100,0
URUAÇU/HCN;20/10/2022;10;0;10;0;100,0
URUAÇU/HCN;21/10/2022;10;0;10;0;100,0
URUAÇU/HCN;22/10/2022;10;1;7;2;90,0
URUAÇU/HCN;23/10/2022;10;2;8;0;80,0
URUAÇU/HCN;24/10/2022;10;2;8;0;80,0
URUAÇU/HCN;25/10/2022;10;2;8;0;80,0
URUAÇU/HCN;26/10/2022;10;2;8;0;80,0
URUAÇU/HCN;27/10/2022;10;0;9;1;100,0
URUAÇU/HCN;28/10/2022;10;0;9;1;100,0
URUAÇU/HCN;29/10/2022;10;0;9;1;100,0
URUAÇU/HCN;30/10/2022;10;0;9;1;100,0
URUAÇU/HCN;31/10/2022;10;0;9;1;100,0
URUAÇU/HCN;01/11/2022;10;0;9;1;100,0
URUAÇU/HCN;02/11/2022;10;0;9;1;100,0
URUAÇU/HCN;03/11/2022;10;0;9;1;100,0
URUAÇU/HCN;04/11/2022;10;0;9;1;100,0
URUAÇU/HCN;05/11/2022;10;2;8;0;80,0
URUAÇU/HCN;06/11/2022;10;2;8;0;80,0
URUAÇU/HCN;07/11/2022;10;2;8;0;80,0
URUAÇU/HCN;08/11/2022;10;3;7;0;70,0
URUAÇU/HCN;09/11/2022;10;3;7;0;70,0
URUAÇU/HCN;10/11/2022;10;3;7;0;70,0
URUAÇU/HCN;11/11/2022;10;3;7;0;70,0
URUAÇU/HCN;12/11/2022;10;4;6;0;60,0
URUAÇU/HCN;13/11/2022;10;5;5;0;50,0
URUAÇU/HCN;14/11/2022;10;4;5;1;60,0
URUAÇU/HCN;15/11/2022;10;5;5;0;50,0
URUAÇU/HCN;16/11/2022;10;3;7;0;70,0
URUAÇU/HCN;17/11/2022;10;2;8;0;80,0
URUAÇU/HCN;18/11/2022;10;2;8;0;80,0
URUAÇU/HCN;19/11/2022;10;1;9;0;90,0
URUAÇU/HCN;20/11/2022;10;2;7;1;80,0
URUAÇU/HCN;21/11/2022;10;2;7;1;80,0
URUAÇU/HCN;22/11/2022;10;1;9;0;90,0
URUAÇU/HCN;23/11/2022;10;1;9;0;90,0
URUAÇU/HCN;24/11/2022;10;4;6;0;60,0
URUAÇU/HCN;25/11/2022;10;3;7;0;70,0
URUAÇU/HCN;26/11/2022;10;3;7;0;70,0
URUAÇU/HCN;27/11/2022;10;3;7;0;70,0
URUAÇU/HCN;28/11/2022;10;4;6;0;60,0
URUAÇU/HCN;29/11/2022;10;4;6;0;60,0
URUAÇU/HCN;30/11/2022;10;4;6;0;60,0
URUAÇU/HCN;01/12/2022;10;4;6;0;60,0
URUAÇU/HCN;02/12/2022;10;6;4;0;40,0
URUAÇU/HCN;03/12/2022;10;5;5;0;50,0
URUAÇU/HCN;04/12/2022;10;5;5;0;50,0
URUAÇU/HCN;05/12/2022;10;5;5;0;50,0
URUAÇU/HCN;06/12/2022;10;5;5;0;50,0
URUAÇU/HCN;07/12/2022;10;4;6;0;60,0
URUAÇU/HCN;08/12/2022;10;5;5;0;50,0
URUAÇU/HCN;09/12/2022;10;5;5;0;50,0
URUAÇU/HCN;10/12/2022;10;3;7;0;70,0
URUAÇU/HCN;11/12/2022;10;3;7;0;70,0
URUAÇU/HCN;12/12/2022;10;5;5;0;50,0
URUAÇU/HCN;13/12/2022;10;3;7;0;70,0
URUAÇU/HCN;14/12/2022;10;3;7;0;70,0
URUAÇU/HCN;15/12/2022;10;2;7;1;80,0
URUAÇU/HCN;16/12/2022;10;1;8;1;90,0
URUAÇU/HCN;17/12/2022;10;0;8;2;100,0
URUAÇU/HCN;18/12/2022;10;2;8;0;80,0
URUAÇU/HCN;19/12/2022;10;0;9;1;100,0
URUAÇU/HCN;20/12/2022;10;0;9;1;100,0
URUAÇU/HCN;21/12/2022;10;1;9;0;90,0
URUAÇU/HCN;22/12/2022;10;0;10;0;100,0
URUAÇU/HCN;23/12/2022;10;0;10;0;100,0
URUAÇU/HCN;24/12/2022;10;0;10;0;100,0
URUAÇU/HCN;25/12/2022;10;0;10;0;100,0
URUAÇU/HCN;26/12/2022;10;0;10;0;100,0
URUAÇU/HCN;27/12/2022;10;0;9;1;100,0
URUAÇU/HCN;28/12/2022;10;2;8;0;80,0
URUAÇU/HCN;29/12/2022;10;0;9;1;100,0
URUAÇU/HCN;30/12/2022;10;2;8;0;80,0
URUAÇU/HCN;31/12/2022;10;0;8;2;100,0
