Unidades de saúde;Data;Quantidade de leitos Enfermaria Ped COVID;Disponíveis/Vagos Enfermaria Ped COVID;Ocupados Enfermaria Ped COVID;Bloqueados Enfermaria Ped COVID;Ocupação(%) de leitos Enfermaria Ped COVID;Quantidade de leitos Enfermaria Ped Não COVID;Disponíveis/Vagos Enfermaria Ped Não COVID;Ocupados Enfermaria Ped Não COVID;Bloqueados Enfermaria Ped Não COVID;Ocupação(%) de leitos Enfermaria Ped Não COVID
PIRENOPOLIS/HEELJ;12/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;13/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;14/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;15/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;16/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;17/07/2022;;;;;;8,0;7,0;0,0;1,0;12,5
PIRENOPOLIS/HEELJ;18/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;19/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;20/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;21/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;22/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;23/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;24/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;25/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;26/07/2022;;;;;;8,0;6,0;1,0;1,0;25,0
PIRENOPOLIS/HEELJ;27/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;28/07/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;29/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;30/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;31/07/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;01/08/2022;;;;;;8,0;6,0;1,0;1,0;25,0
PIRENOPOLIS/HEELJ;02/08/2022;;;;;;8,0;4,0;4,0;0,0;50,0
PIRENOPOLIS/HEELJ;03/08/2022;;;;;;8,0;4,0;3,0;1,0;50,0
PIRENOPOLIS/HEELJ;04/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;05/08/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;06/08/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;07/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;08/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;09/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;10/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;11/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;12/08/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;13/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;14/08/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;15/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;16/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;17/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;18/08/2022;;;;;;8,0;4,0;4,0;0,0;50,0
PIRENOPOLIS/HEELJ;19/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;20/08/2022;;;;;;8,0;6,0;0,0;2,0;25,0
PIRENOPOLIS/HEELJ;21/08/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;22/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;23/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;24/08/2022;;;;;;8,0;4,0;3,0;1,0;50,0
PIRENOPOLIS/HEELJ;25/08/2022;;;;;;8,0;4,0;4,0;0,0;50,0
PIRENOPOLIS/HEELJ;26/08/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;27/08/2022;;;;;;8,0;4,0;3,0;1,0;50,0
PIRENOPOLIS/HEELJ;28/08/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;29/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;30/08/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;31/08/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;01/09/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;02/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;03/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;04/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;05/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;06/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;07/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;08/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;09/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;10/09/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;11/09/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;12/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;13/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;14/09/2022;;;;;;8,0;5,0;2,0;1,0;37,5
PIRENOPOLIS/HEELJ;15/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;16/09/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;17/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;18/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;19/09/2022;;;;;;8,0;3,0;5,0;0,0;62,5
PIRENOPOLIS/HEELJ;20/09/2022;;;;;;8,0;4,0;4,0;0,0;50,0
PIRENOPOLIS/HEELJ;21/09/2022;;;;;;8,0;3,0;5,0;0,0;62,5
PIRENOPOLIS/HEELJ;22/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;23/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;24/09/2022;;;;;;8,0;6,0;2,0;0,0;25,0
PIRENOPOLIS/HEELJ;25/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;26/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;27/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;28/09/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;29/09/2022;;;;;;8,0;3,0;4,0;1,0;62,5
PIRENOPOLIS/HEELJ;30/09/2022;;;;;;8,0;3,0;4,0;1,0;62,5
PIRENOPOLIS/HEELJ;01/10/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;02/10/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;03/10/2022;;;;;;8,0;8,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;04/10/2022;;;;;;8,0;7,0;1,0;0,0;12,5
PIRENOPOLIS/HEELJ;05/10/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;06/10/2022;;;;;;8,0;5,0;3,0;0,0;37,5
PIRENOPOLIS/HEELJ;07/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;08/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;09/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;10/10/2022;;;;;;5,0;4,0;0,0;1,0;20,0
PIRENOPOLIS/HEELJ;11/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;12/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;13/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;14/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;15/10/2022;;;;;;5,0;4,0;0,0;1,0;20,0
PIRENOPOLIS/HEELJ;16/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;17/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;18/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;19/10/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;20/10/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;21/10/2022;;;;;;5,0;2,0;3,0;0,0;60,0
PIRENOPOLIS/HEELJ;22/10/2022;;;;;;5,0;2,0;2,0;1,0;60,0
PIRENOPOLIS/HEELJ;23/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;24/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;25/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;26/10/2022;;;;;;5,0;1,0;2,0;2,0;80,0
PIRENOPOLIS/HEELJ;27/10/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;28/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;29/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;30/10/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;31/10/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;01/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;02/11/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;03/11/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;04/11/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;05/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;06/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;07/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;08/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;09/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;10/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;11/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;12/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;13/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;14/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;15/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;16/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;17/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;18/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;19/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;20/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;21/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;22/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;23/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;24/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;25/11/2022;;;;;;5,0;2,0;3,0;0,0;60,0
PIRENOPOLIS/HEELJ;26/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;27/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;28/11/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;29/11/2022;;;;;;5,0;0,0;2,0;3,0;100,0
PIRENOPOLIS/HEELJ;30/11/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;01/12/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;02/12/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;03/12/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;04/12/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;05/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;06/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;07/12/2022;;;;;;5,0;2,0;3,0;0,0;60,0
PIRENOPOLIS/HEELJ;08/12/2022;;;;;;5,0;3,0;2,0;0,0;40,0
PIRENOPOLIS/HEELJ;09/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;10/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;11/12/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;12/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;13/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;14/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;15/12/2022;;;;;;5,0;4,0;1,0;0,0;20,0
PIRENOPOLIS/HEELJ;16/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;17/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;18/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;19/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;20/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;21/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;22/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;23/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;24/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;25/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;26/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;27/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;28/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;29/12/2022;;;;;;5,0;3,0;1,0;1,0;40,0
PIRENOPOLIS/HEELJ;30/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
PIRENOPOLIS/HEELJ;31/12/2022;;;;;;5,0;5,0;0,0;0,0;0,0
SANTA HELENA/HERSO;01/01/2020;;;;;;8,0;7,0;0,0;1,0;12,5
SANTA HELENA/HERSO;02/01/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;03/01/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;04/01/2020;;;;;;8,0;4,0;2,0;2,0;50,0
SANTA HELENA/HERSO;05/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;06/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;07/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;08/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;09/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;10/01/2020;;;;;;8,0;2,0;5,0;1,0;75,0
SANTA HELENA/HERSO;11/01/2020;;;;;;8,0;2,0;6,0;0,0;75,0
SANTA HELENA/HERSO;12/01/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;13/01/2020;;;;;;8,0;3,0;5,0;0,0;62,5
SANTA HELENA/HERSO;14/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;15/01/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;16/01/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;17/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;18/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;19/01/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;20/01/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;21/01/2020;;;;;;8,0;1,0;7,0;0,0;87,5
SANTA HELENA/HERSO;22/01/2020;;;;;;8,0;2,0;6,0;0,0;75,0
SANTA HELENA/HERSO;23/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;24/01/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;25/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;26/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;27/01/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;28/01/2020;;;;;;8,0;3,0;4,0;1,0;62,5
SANTA HELENA/HERSO;29/01/2020;;;;;;8,0;3,0;5,0;0,0;62,5
SANTA HELENA/HERSO;30/01/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;31/01/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;01/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;02/02/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;03/02/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;04/02/2020;;;;;;8,0;7,0;0,0;1,0;12,5
SANTA HELENA/HERSO;05/02/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;06/02/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;07/02/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;08/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;09/02/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;10/02/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;11/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;12/02/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;13/02/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;14/02/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;15/02/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;16/02/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;17/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;18/02/2020;;;;;;8,0;1,0;5,0;2,0;87,5
SANTA HELENA/HERSO;19/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;20/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;21/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;22/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;23/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;24/02/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;25/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;26/02/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;27/02/2020;;;;;;8,0;3,0;4,0;1,0;62,5
SANTA HELENA/HERSO;28/02/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;29/02/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;01/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;02/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;03/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;04/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;05/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;06/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;07/03/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;08/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;09/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;10/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;11/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;12/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;13/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;14/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;15/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;16/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;17/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;18/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;19/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;20/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;21/03/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;22/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;23/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;24/03/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;25/03/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;26/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;27/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;28/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;29/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;30/03/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;31/03/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;01/04/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;02/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;03/04/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;04/04/2020;;;;;;8,0;8,0;0,0;0,0;0,0
SANTA HELENA/HERSO;05/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;06/04/2020;;;;;;8,0;4,0;4,0;0,0;50,0
SANTA HELENA/HERSO;07/04/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;08/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;09/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;10/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;11/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;12/04/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;13/04/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;14/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
SANTA HELENA/HERSO;15/04/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;16/04/2020;;;;;;8,0;7,0;1,0;0,0;12,5
SANTA HELENA/HERSO;17/04/2020;;;;;;8,0;3,0;3,0;2,0;62,5
SANTA HELENA/HERSO;18/04/2020;;;;;;8,0;4,0;3,0;1,0;50,0
SANTA HELENA/HERSO;19/04/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;20/04/2020;;;;;;8,0;6,0;1,0;1,0;25,0
SANTA HELENA/HERSO;21/04/2020;;;;;;8,0;5,0;2,0;1,0;37,5
SANTA HELENA/HERSO;22/04/2020;;;;;;8,0;5,0;3,0;0,0;37,5
SANTA HELENA/HERSO;23/04/2020;;;;;;8,0;6,0;2,0;0,0;25,0
